"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","geneSymbol"
"ENSG00000230240",0.160996252321322,0.818088433364298,4.0804728567969,0.200488635036892,0.841098445487397,NA,"RPL34P19"
"ENSG00000230241",0,NA,NA,NA,NA,NA,""
"ENSG00000230243",0,NA,NA,NA,NA,NA,"FKBP1AP3"
"ENSG00000230244",0,NA,NA,NA,NA,NA,"RAD23BP2"
"ENSG00000230245",0,NA,NA,NA,NA,NA,""
"ENSG00000230247",0,NA,NA,NA,NA,NA,"HNRNPH3P1"
"ENSG00000230249",0,NA,NA,NA,NA,NA,"RPS24P21"
"ENSG00000230251",4.24758170737742,1.94267416553556,1.38178347180561,1.40591793517187,0.15974849489324,0.295251216366345,"PHB1P4"
"ENSG00000230252",0,NA,NA,NA,NA,NA,"MTND2P4"
"ENSG00000230256",0,NA,NA,NA,NA,NA,"FGFR1OP2P1"
